_id,data,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,tipo,auto,ciclom,moto,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,num_semaforo,sentido_via,descricao,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
63,2020-01-03T00:00:00,10:54:00,SEM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,1040,AV CAPITAO GREGORIO DE CALDAS,HN VEÍCULOS,AREIAS,ABALROAMENTO LONGITUDINAL,3,,,,,1,,,,0,,497,SUBURBIO,COLISÃO S/VITIMAS ENTRE UM ONIBUS E TRES AUTOS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60 km/h,Dupla,Canteiro central,,
64,2020-01-03T00:00:00,11:41:00,SEM VÍTIMA,FINALIZADA,FUNDÃO,AV BEBERIBE,2759,RUA AURIFLAMA,VIA NET ACESSÓRIOS E MANUTENÇÃO,FUNDÃO,COLISÃO TRASEIRA,2,,,,,,,,,0,,307,CIDADE,COLISÃO S/VITIMAS DOIS AUTOS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,50 km/h,Dupla,Blocos,,
65,2020-01-03T00:00:00,13:27:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA RIBEIRO DE BRITO,1111,RUA GENERAL AMERICANO FREIRE,POSTO BR,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,,SUBURBIO,COLISÃO SEM VITIMA,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
66,2020-01-03T00:00:00,13:54:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,,EM FRENTE AO SEMÁFORO 343,SANTO AMARO,COLISÃO TRASEIRA,1,,,,,1,,,,0,,343,,COLISÃO SEM VITIMA,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,,Faixa contínua,Faixa seccionada,
67,2020-01-03T00:00:00,14:04:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,RUA TOME GIBSON,NA ENTRADA PARA A CAPELA DO FREI DAMIÃO / ENTRADA DO GTO,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,1,,1,,,,,,,2,,,CIDADE,COLISÃO COM VITIMA/ 2 VITIMAS ...EQUIPE DO BOMBEIRO NO LOCAL,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Canteiro central,,
68,2020-01-03T00:00:00,14:19:00,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DOIS IRMAOS,371,,AO LADO DO COLEGIO CANDIDO DUARTE,APIPUCOS,COLISÃO TRASEIRA,1,,1,,,,,,,1,,535,CIDADE,COLISÃO COM VITIMA...AGUARDANDO SAMU,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Faixa contínua,,
69,2020-01-03T00:00:00,14:53:00,SEM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,,RUA SOUZA BANDEIRA,,CORDEIRO,COLISÃO TRASEIRA,2,,,,,,,,,0,,236,SUBURBIO,COLISÃO SEM VÍTIMA,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Única,Faixa seccionada,,
70,2020-01-03T00:00:00,15:24:00,SEM VÍTIMA,FINALIZADA,MADALENA,RUA REAL DA TORRE,,RUA JOSE OSORIO,MERCADO DA MADALENA,MADALENA,COLISÃO TRASEIRA,2,,,,,,,,,0,,179,SUBURBIO,COLISÃO SEM VITIMA,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,,50 km/h,Única,Não existe,,
71,2020-01-03T00:00:00,15:46:00,COM VÍTIMA,FINALIZADA,DERBY,RUA HENRIQUE DIAS,,AV GOVERNADOR AGAMENON MAGALHAES,,DERBY,ABALROAMENTO LONGITUDINAL,1,,1,,,,,,,1,,68,CIDADE,AUTO E MOTO.,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,R-6a,,Única,Faixa,,
72,2020-01-03T00:00:00,15:53:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV DOM JOAO VI,,RUA PEDRO PAES MENDONCA,,BOA VIAGEM,COLISÃO TRASEIRA,1,,1,,,,,,,0,,543,CIDADE,COLISAO ENTRE AUTO E MOTO S/V,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Dupla,Canteiro central,,
73,2020-01-03T00:00:00,16:49:00,SEM VÍTIMA,FINALIZADA,PRADO,RUA PANDIA CALOGERAS,138,,SALÃO DE BELEZA NALDIA GOLDEIO,PRADO,ABALROAMENTO TRANSVERSAL,1,,,,,1,,,,0,,,,COLISÃO SEM VITIMA,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Única,Não existe,,
74,2020-01-03T00:00:00,17:05:00,SEM VÍTIMA,FINALIZADA,ÁGUA FRIA,EST VELHA DE AGUA FRIA,1814,,EM FRENTE AO ESTABELECIMENTO DELÍCIAS BOMBONS,ÁGUA FRIA,COLISÃO FRONTAL,2,,,,,,,,1,0,,405,CIDADE,COLISÃO SEM VÍTIMA,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Única,,,
75,2020-01-03T00:00:00,18:37:00,SEM VÍTIMA,FINALIZADA,CASA FORTE,RUA LEONARDO BEZERRA CAVALCANTE,,,,CASA FORTE,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,,ENTRE DOIS AUTOS S/V,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
76,2020-01-03T00:00:00,18:42:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,AV JOAO DE BARROS,2739,AV GOVERNADOR AGAMENON MAGALHAES,EM FRENTE AO Nº 2739,ESPINHEIRO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,SUBURBIO,COLISAO SEM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Canteiro central,,
77,2020-01-03T00:00:00,20:44:00,COM VÍTIMA,CANCELADA,BARRO,AV DR JOSE RUFINO,2125,,E/F AO IMACULADA CONÇEIÇÃO,BARRO,ATROPELAMENTO,1,,,,1,,,,,1,,,,AUTO PASSEIO X PEDESTRE COM VÍTIMA,,,,,,,,,,,,,
78,2020-01-03T00:00:00,21:23:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV RECIFE,,AV MARECHAL MASCARENHAS DE MORAES,LADO OPOSTO DA TOYOTA TOYOLEX,IMBIRIBEIRA,COLISÃO TRASEIRA,1,,,,,1,,,,0,,,SUBURBIO,ONIBUS X AUTO PASSEIO S/V,,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa seccionada,Canteiro central,Blocos
79,2020-01-03T00:00:00,21:41:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,AV CONS ROSA E SILVA,,,LADO OPOSTO AO Nº 239,GRAÇAS,COLISÃO FRONTAL,1,,1,,,,,,,0,,,SUBURBIO,COLISAO SEM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,40 km/h,Única,Faixa seccionada,,
80,2020-01-03T00:00:00,21:54:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DEZ DE JULHO,210,RUA CAMBOIM,EM FRENTE AO MAISON CHRISTAL,BOA VIAGEM,COLISÃO TRASEIRA,1,,,,,1,,,,0,,,SUBURBIO,ONIBUS X AUTO PASSEIO S/V,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
81,2020-01-03T00:00:00,23:42:00,SEM VÍTIMA,FINALIZADA,IPSEP,RUA VIRGINIA HERACLIO,681,RUA ALVORADA,,IPSEP,ABALROAMENTO LONGITUDINAL,1,,1,,,,,,,0,,,SUBURBIO,COLISAO SEM VITIMAS,Cruzamento,Bom,Não existe,Incompleta,Seca,Mal iluminada,Não existe,Não há placas,,Única,Não existe,,
82,2020-01-03T00:00:00,23:52:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA QUITERIO INACIO DE MELLO,,RUA SAO MIGUEL,OPOSTO AO POSTO PBP,AFOGADOS,ABALROAMENTO LONGITUDINAL,1,,,,,,1,,,0,,333,CIDADE,COLISAO SEM VITIMAS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Não há placas,,Única,Faixa seccionada,,
83,2020-01-04T00:00:00,02:18:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DEZ DE JULHO,,RUA WALDEMAR NERY CARNEIRO MONTEIRO,,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,573,CIDADE,COLISAO SEM VITIMAS,Cruzamento,Bom,Intermitente,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa contínua,Faixa seccionada,
84,2020-01-04T00:00:00,08:23:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,RUA ERNESTO DE PAULA SANTOS,913,,NA AREA DE ABASTECIMENTO DO POSTO SETTA,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,COLISÃO SEM VITIMA,,,,,,,,,,,,,
85,2020-01-04T00:00:00,08:34:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA FLORIANO PEIXOTO,,,AO LADO DA PRAÇA JOAQUIM NABUCO,SÃO JOSÉ,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,CIDADE,COLISÃO S/VITIMAS ENTRE DOIS AUTOS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa seccionada,,
86,2020-01-04T00:00:00,09:06:00,COM VÍTIMA,FINALIZADA,HIPÓDROMO,RUA PRUDENTE DE MORAES,158,RUA MARQUES DE ABRANTES,EM FRENTE AO DEPOSITO SUPER GÁS,HIPÓDROMO,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,SUBURBIO,COLISÃO COM VITIMA,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,30 km/h,Dupla,Não existe,,
87,2020-01-04T00:00:00,10:10:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,RUA ERNESTO DE PAULA SANTOS,PISTA LESTE,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,217,SUBURBIO,DOIS AUTOS,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60 km/h,Única,Canteiro central,,
88,2020-01-04T00:00:00,11:23:00,SEM VÍTIMA,FINALIZADA,LINHA DO TIRO,RUA ALTO DOS COQUEIROS,62,,,LINHA DO TIRO,ABALROAMENTO LONGITUDINAL,,,,,,1,1,,,0,,,SUBURBIO,COLISÃO SEM VITIMAS,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
89,2020-01-04T00:00:00,11:34:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA TREZE DE MAIO,322,AV DA SAUDADE-,,SANTO AMARO,ABALROAMENTO TRANSVERSAL,1,,,,,1,,,,0,,428,,COLISÃO SEM VITIMA,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,40 km/h,Dupla,,,
90,2020-01-04T00:00:00,13:01:00,SEM VÍTIMA,FINALIZADA,DERBY,RUA DA BAIXA VERDE,,RUA FELICIANO GOMES,EM FRENTE AO POSTE NºH 034450,DERBY,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,,CIDADE,COLISÃO SEM VÍTIMA,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Não existe,,
91,2020-01-04T00:00:00,13:06:00,SEM VÍTIMA,FINALIZADA,MANGABEIRA,AV NORTE,4371,,EM FRENTE AO Nº 4371,MANGABEIRA,CHOQUE OBJETO FIXO,1,,,,,,,,,0,,364,CIDADE,CHOQUE NO CANTEIRO CENTRAL DERRUBANDO A CAIXA DO SEMÁFORO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa contínua,,
92,2020-01-04T00:00:00,13:52:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA CONS PORTELA,676,,EM FRENTE AO Nº 676,ESPINHEIRO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,SUBURBIO,COLISÃO SEM VÍTIMA,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,,,Única,Faixa contínua,,
93,2020-01-04T00:00:00,14:31:00,SEM VÍTIMA,FINALIZADA,DERBY,RUA JORNALISTA PAULO BITTENCOURT,,RUA DA BAIXA VERDE,,DERBY,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,CIDADE,COLISÃO SEM VÍTIMA,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa seccionada,,
94,2020-01-04T00:00:00,15:11:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV GOVERNADOR AGAMENON MAGALHAES,,,LADO OP. CENTRAL DE FLAGRANTES,SANTO AMARO,COLISÃO TRASEIRA,3,,,,,,,,,0,,49,,COLISÃO SEM VÍTIMA,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,,,Outras,60 km/h,Única,Faixa seccionada,Canteiro central,
95,2020-01-04T00:00:00,15:12:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,822,,EM FRENTE AO RESIDENCIAL PINHEIROS,IMBIRIBEIRA,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,,COLISÃO COM VITIMA ENTRE AUTO E MOTO.,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,40 km/h,Dupla,Faixa contínua,,
96,2020-01-04T00:00:00,15:23:00,SEM VÍTIMA,CANCELADA,BOA VISTA,RUA DA SANTA CRUZ,64,,EM FRENTE A PADARIA SANTA CRUZ,BOA VISTA,COLISÃO,1,,,,,1,,,,0,,,,COLISÃO SEM VÍTIMA,,,,,,,,,,,,,
97,2020-01-04T00:00:00,15:33:00,SEM VÍTIMA,FINALIZADA,CAXANGÁ,AV CAXANGA,4515,,FIAT ITALIANA,CAXANGÁ,COLISÃO TRASEIRA,1,,1,,,,,,,0,,,CIDADE,COLISÃO SEM VÍTIMA,Longo da via,Bom,,Perfeito estado,Seca,Perfeito estado,,R-6a,,Dupla,Faixa seccionada,Canteiro central,
98,2020-01-04T00:00:00,15:50:00,SEM VÍTIMA,FINALIZADA,MADALENA,RUA BENFICA,997,AV JOSE GONCALVES DE MEDEIROS,AO LADO BOSCH SERVIÇOS,MADALENA,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,CIDADE,COLISÃO SEM VÍTIMA,,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,40 km/h,Dupla,Faixa contínua,Faixa seccionada,
99,2020-01-04T00:00:00,15:51:00,SEM VÍTIMA,FINALIZADA,,AV JOAO DE BARROS,,AV VISCONDE DE SUASSUNA,,,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,356,,COLISAO ENTRE DOIS AUTOS S/V,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa contínua,,
100,2020-01-04T00:00:00,16:01:00,SEM VÍTIMA,FINALIZADA,CASA AMARELA,RUA CASA AMARELA,,,POR TRÁS DO ANEXO DO MERCADO DE CASA AMARELA,CASA AMARELA,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,SUBURBIO,COLISAO ENTRE DOIS AUTOS S/V,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,,Dupla,Não existe,,
101,2020-01-04T00:00:00,18:08:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV GENERAL MAC ARTHUR,301,RUA DUQUE ESTRADA,E/F AO LE PARK --- VT 05 E 26 NO LOCAl,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,1,,1,,,,,,,1,,,SUBURBIO,ENTRE AUTO E MOTO COM VÍTIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,40 km/h,Única,Faixa seccionada,,
102,2020-01-04T00:00:00,18:22:00,SEM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,204,,EM CIMA DA PONTE,AREIAS,COLISÃO TRASEIRA,1,,,,,,1,,,0,,,CIDADE,COLISAO SEM VITIMAS,Viaduto,Bom,Não existe,Incompleta,Seca,,Não existe,,,Dupla,Canteiro central,,
103,2020-01-04T00:00:00,19:29:00,SEM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,RUA LORENA,,RUA LEANDRO BARRETO,VIADUTO SOBRE A BR 101,JARDIM SÃO PAULO,CHOQUE OBJETO FIXO,2,,,,,,,,,0,,,SUBURBIO,COLISAO SEM VITIMAS,Cruzamento,Bom,Não existe,Incompleta,Seca,Mal conservada,Não existe,Não há placas,,Dupla,Não existe,,
104,2020-01-04T00:00:00,21:24:00,SEM VÍTIMA,CANCELADA,IBURA,AV DOIS RIOS,106,,PRÓX A POLICLINICA ARNALDO MARQUES / E/F A IGREJA MUNDIAL E AUTO ESCOLA PILOTO,IBURA,COLISÃO,2,,,,,,,,,0,,,,ENTRE 2 AUTOS. S/V,,,,,,,,,,,,,
105,2020-01-05T00:00:00,10:26:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA MARQUES DE VALENCA,350,,IGREJA  NOSSA SENHORA DE FATIMA,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,SUBURBIO,COLISÃO SEM VTIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa seccionada,,
106,2020-01-05T00:00:00,11:46:00,SEM VÍTIMA,CANCELADA,SANTO AMARO,PRC DO CAMPO SANTO,S/N,,EM FRENTE A D.P DA MULHER,SANTO AMARO,CHOQUE OBJETO FIXO,,,,,,,,1,,0,,,,COLISÃO SEM VITIMA,,,,,,,,,,,,,
107,2020-01-05T00:00:00,13:14:00,SEM VÍTIMA,FINALIZADA,,AV CAXANGA,792,RUA VISCONDE DO URUGUAI,,,ABALROAMENTO TRANSVERSAL,1,,,,,1,,,,0,,274,SUBURBIO,COLISÃO SEM VITIMA,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Outras,60 km/h,Única,Faixa seccionada,,
108,2020-01-05T00:00:00,13:28:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,RUA DO ESPINHEIRO,151,,CLIN ( PLANO ODONTOLÓGICO DIGITAL),GRAÇAS,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,,CIDADE,SEM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa seccionada,,
109,2020-01-05T00:00:00,14:29:00,SEM VÍTIMA,FINALIZADA,PINA,AV ANTONIO DE GOES,,RUA CACILDA IOLANDA PORCIUNCULA,PONTE GOV. PAULO GUERRA,PINA,COLISÃO TRASEIRA,3,,,,,,,,,0,,,,SEM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-19,40 km/h,Única,Faixa seccionada,Canteiro central,
110,2020-01-05T00:00:00,16:05:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA PROFESSOR BENEDITO MONTEIRO,,,RUA AO LADO DO INTERNACIONAL- JUNTO A ESCOLA POLITECNICA DE PE,MADALENA,COLISÃO TRASEIRA,1,,1,,,,,,,1,,,,COLISÃO COM VITIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
111,2020-01-05T00:00:00,17:07:00,SEM VÍTIMA,FINALIZADA,PINA,AV CONSELHEIRO AGUIAR,960,RUA TOME GIBSON,PADARIA MIRAMAR,PINA,ABALROAMENTO TRANSVERSAL,1,,,,,1,,,,0,,2,,SEM VITIMAS,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Faixa seccionada,,
112,2020-01-05T00:00:00,19:23:00,COM VÍTIMA,FINALIZADA,MUSTARDINHA,RUA VINTE E UM DE ABRIL,711,RUA JOAO LEITE,E/F A CAPELA DE SÃO JOSÉ / PRÓX A MT-MOTOS,MUSTARDINHA,ATROPELAMENTO,,,1,,1,,,,,2,,,SUBURBIO,ENTRE MOTO E PEDESTRE. C/V,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
113,2020-01-05T00:00:00,19:31:00,SEM VÍTIMA,FINALIZADA,ROSARINHO,AV SANTOS DUMONT,815,,,ROSARINHO,COLISÃO TRASEIRA,2,,,,,,,,,0,,,,COLISAO SEM VITIMAS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Não existe,,
114,2020-01-05T00:00:00,19:35:00,COM VÍTIMA,FINALIZADA,LINHA DO TIRO,RUA PROFESSOR JOSE AMARINO DOS REIS,117,,E/F A ASSEMBLEIA DE DEUS,LINHA DO TIRO,ATROPELAMENTO,,,1,,1,,,,,1,,,SUBURBIO,ENTRE MOTO E PEDESTRE. C/V,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
115,2020-01-05T00:00:00,19:47:00,SEM VÍTIMA,CANCELADA,CÓRREGO DO JENIPAPO,RUA ERUNDINA NEGREIROS DE ARAUJO,582,,PROX AO TERMINAL DO LARGO DO MARACANA,CÓRREGO DO JENIPAPO,COLISÃO,1,,1,,,,,,,0,,,,COLISAO SEM VITMAS,,,,,,,,,,,,,
116,2020-01-05T00:00:00,19:49:00,COM VÍTIMA,FINALIZADA,IBURA,AV DOIS RIOS,,LAD DA COHAB,AO LADO DA POLICLINICA ARNALDO BARROS. LADO OPOSTO AO POSTE B041617.,IBURA,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,2,,,SUBURBIO,ENTRE AUTO E MOTO. C/V,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,
117,2020-01-05T00:00:00,20:08:00,SEM VÍTIMA,FINALIZADA,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,51,,EM FRENTE AO PLATO TURBO,TORRÕES,ABALROAMENTO LONGITUDINAL,1,,,,,,,,2,0,,,CIDADE,COLISAO SEM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
118,2020-01-05T00:00:00,22:35:00,COM VÍTIMA,FINALIZADA,CASA FORTE,EST DO ENCANAMENTO,,EST DAS UBAIAS-,NO CRUZAMENTO MESMO,CASA FORTE,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,593,SUBURBIO,COLISAO COM VITIMAS,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa contínua,,
119,2020-01-06T00:00:00,06:47:00,SEM VÍTIMA,FINALIZADA,ÁGUA FRIA,AV BEBERIBE,1799,RUA ZEFERINO AGRA,,ÁGUA FRIA,ABALROAMENTO LONGITUDINAL,1,,1,,,,,,,0,,,CIDADE,S/VITIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa contínua,,
120,2020-01-06T00:00:00,07:00:00,SEM VÍTIMA,FINALIZADA,ILHA DO LEITE,AV GOVERNADOR AGAMENON MAGALHAES,422,RUA HENRIQUE DIAS,SOB A LINHA DE RETENÇÃO DO SEMÁFORO Nº 068,ILHA DO LEITE,COLISÃO TRASEIRA,2,,,,,,,,,0,,68,,COLISAO S/ VITIMA. ENTRE DOIS VEICULOS. GM: JOAO VITOR E MAURICIOS SANTOS NO LOCAL,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,60 km/h,Dupla,Faixa seccionada,Canteiro central,
121,2020-01-06T00:00:00,07:31:00,COM VÍTIMA,FINALIZADA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,,RUA CARLOS GOMES,PRÓXIMO A FARMÁCIA PAGUE MENOS,PRADO,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,57,CIDADE,AUTO E BICICLETA.,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Outras,,Única,,,
122,2020-01-06T00:00:00,08:35:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ENGENHEIRO JOSE BRANDAO CAVALCANTE,95,RUA GENERAL GOES MONTEIRO,,IMBIRIBEIRA,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,,CIDADE,SEM VITIMAS,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
123,2020-01-06T00:00:00,08:54:00,SEM VÍTIMA,CANCELADA,CASA AMARELA,RUA PADRE LEMOS,309,,EM FRENTE A CAIXA ECONOMICA,CASA AMARELA,COLISÃO,1,,,,,1,,,,0,,,,COLISAO S/ VITIMA ENTRE ONIBUS E CARRO PASSEIO,,,,,,,,,,,,,
124,2020-01-06T00:00:00,09:03:00,COM VÍTIMA,FINALIZADA,MANGABEIRA,AV NORTE,4681,RUA RODRIGUES SETE,PROX. TOTAL CAR,MANGABEIRA,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,CIDADE,COLISAO COM VITIMA ENTRE VEICULO E MOTO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,,Dupla,Canteiro central,,
125,2020-01-06T00:00:00,09:30:00,SEM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,657,,MAKRO,AREIAS,COLISÃO TRASEIRA,1,,,,,,1,,,0,,,SUBURBIO,SEM VITIMAS,Longo da via,Bom,,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,Canteiro central,,
126,2020-01-06T00:00:00,10:21:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,AV GOVERNADOR AGAMENON MAGALHAES,3158,,EM FRENTE A MEDICAL,ESPINHEIRO,CHOQUE VEÍCULO PARADO,2,,,,,,,,,0,,,,DOIS AUTOS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Faixa seccionada,,
