_id,data,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,tipo,auto,ciclom,moto,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,num_semaforo,sentido_via,descricao,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
2197,2020-03-10T00:00:00,21:44:00,COM VÍTIMA,CANCELADA,IPSEP,RUA ADERBAL DE MELO,135,RUA HELIO BRANDAO,E/F AO RESTAURANTE FEIJOADA DO JOÃO,IPSEP,COLISÃO,1,,1,,,,,,,1,,,,ENTRE AUTO E MOTO. C/V,,,,,,,,,,,,,
2198,2020-03-11T00:00:00,07:07:00,SEM VÍTIMA,FINALIZADA,,AV GOVERNADOR AGAMENON MAGALHAES,,,SOB O VIADUTO DA AVENIDA JOÃO DE BARROS,,COLISÃO TRASEIRA,4,,,,,,,,,0,,,CIDADE,4 AUTOS S/V BATEDORES NO LOCAL GM´S VALMIR E WELLINGTON GOMES,Viaduto,Bom,,Perfeito estado,Seca,Perfeito estado,,,60 km/h,Dupla,Faixa seccionada,,
2199,2020-03-11T00:00:00,07:52:00,SEM VÍTIMA,FINALIZADA,ÁGUA FRIA,RUA ALEGRE,,RUA ZEFERINO AGRA,AO LADO DA DELEGACIA DE AGUA FRIA,ÁGUA FRIA,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,0,,431,SUBURBIO,MOTO E AUTO,Cruzamento,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,50 km/h,Única,Faixa seccionada,,
2200,2020-03-11T00:00:00,08:25:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,1563,,HOSPITAL SANTO AMARO ( SANTA CASA),SANTO AMARO,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,,CIDADE,SEM VITIMAS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,,60 km/h,Dupla,Faixa contínua,,
2201,2020-03-11T00:00:00,08:33:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),218,,,BOA VIAGEM,COLISÃO TRASEIRA,2,,1,,,,,,,0,,,CIDADE,DOIS AUTOS E MOTO BATEDOR NO LOCAL- GM´S ENOQUE E ISRAEL SANTANA (MOTOQUEIRO SOFREU ESCORIAÇÕES- POREM NÃO QUIS ATENDIMENTO DO SAMU),Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,,Única,Faixa seccionada,,
2202,2020-03-11T00:00:00,09:21:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,4214,,EM FRENTE AO RESTAURANTE GALETUS,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,,CIDADE,SEM VITIMAS,Longo da via,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,R-6a,60 km/h,Única,Faixa seccionada,,
2203,2020-03-11T00:00:00,09:39:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,3321,,EDF. NOSSA SENHORA DA PAZ,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,CIDADE,COLISAO SEM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Não há placas,40 km/h,Única,Faixa contínua,,
2204,2020-03-11T00:00:00,09:51:00,SEM VÍTIMA,FINALIZADA,ARRUDA,EST VELHA DE AGUA FRIA,908,,DNOCS,ARRUDA,COLISÃO TRASEIRA,2,,,,,,,,,0,,306,SUBURBIO,COLISÃO SEM VITIMAS,Longo da via,Chuvoso,Sem defeito,Incompleta,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa contínua,,
2205,2020-03-11T00:00:00,09:55:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,AV JOAO DE BARROS,,RUA CONDE D'EU,CLUBE OFICIAIS DA PM/CB PE,BOA VISTA,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,CIDADE,COLISÃO SEM VITIMAS,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,,Única,Faixa seccionada,,
2206,2020-03-11T00:00:00,10:00:00,COM VÍTIMA,FINALIZADA,TORRE,RUA CONS THEODORO,25,RUA DIOGO ALVARES,EM FRENTE A PRAÇA DA TORRE,TORRE,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,,AUTO E MOTO C/V,Esquina,Chuvoso,Não existe,Incompleta,Molhada,Perfeito estado,Não existe,Placas Pare,,Dupla,Não existe,,
2207,2020-03-11T00:00:00,10:33:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,RUA PADRE INGLES,,,EM FRENTE A UNIBRA,BOA VISTA,COLISÃO,2,,,,,,,,,0,,,,DOIS AUTOS,,,,,,,,,,,,,
2208,2020-03-11T00:00:00,10:39:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA ASTRONAUTA COLLINS,50,,AO LADO DA EMPRESA AÇO CARBONO,SANTO AMARO,CHOQUE,1,,,,,,,,,0,,,SUBURBIO,COLISÃO SEM VITIMAS,Longo da via,Chuvoso,Não existe,Não existente,Molhada,Mal conservada,Não existe,Não há placas,,Dupla,Não existe,,
2209,2020-03-11T00:00:00,10:52:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PINTOR LULA CARDOSO AYRES,,RUA DR SEABRA,LADO OPOSTO AO AEROJATO,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,CIDADE,COLISÃO SEM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,30 km/h,Dupla,Não existe,,
2210,2020-03-11T00:00:00,10:55:00,COM VÍTIMA,FINALIZADA,BONGI,RUA SANTA EDWIRGES,,RUA PADRE TEOFILO TWORZ,EM FRENTE A FACULDADE NOVA ROMA SENT. CIDADE,BONGI,ABALROAMENTO TRANSVERSAL,,,1,,,1,,,,1,,,CIDADE,ONIBUS E MOTO C/V,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,,Única,Não existe,,
2211,2020-03-11T00:00:00,11:26:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,EST DO ARRAIAL,3407,RUA BENTO LOYOLA,PROX AO SITIO DA TRINDADE,CASA AMARELA,ABALROAMENTO TRANSVERSAL,,,1,,,,1,,,1,,,SUBURBIO,MOTO E CAMINHAO VT 11 NO QTH,Esquina,Bom,Não existe,Ilegível,Seca,Perfeito estado,Faixa de retenção,Placas Pare,,Única,Faixa seccionada,,
2212,2020-03-11T00:00:00,11:35:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,4900,,EM  FRENTE A PARVI LOCADORA,IMBIRIBEIRA,COLISÃO TRASEIRA,1,,1,,,,,,,1,,531,SUBURBIO,COLISÃO COM VITIMA A ESPERA DO SAMU,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h,Dupla,Faixa contínua,Faixa seccionada,Canteiro central
2213,2020-03-11T00:00:00,12:05:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,RUA PROFESSOR EDUARDO WANDERLEY FILHO,,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,SUBURBIO,COLISAO SEM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
2214,2020-03-11T00:00:00,12:07:00,SEM VÍTIMA,FINALIZADA,BOA VISTA,AV JOAO DE BARROS,587,RUA DR LEOPOLDO LINS,,BOA VISTA,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,198,CIDADE,COLISÃO SEM VÍTIMA,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa seccionada,,
2215,2020-03-11T00:00:00,12:24:00,COM VÍTIMA,FINALIZADA,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,,,E/F AO POSTO BR S/T CURADO,TORRÕES,ABALROAMENTO LONGITUDINAL,,,2,,,,,,,1,,,SUBURBIO,COLISAO ENTRE DUAS MOTO COM UMA VITIMA,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Canteiro central,,
2216,2020-03-11T00:00:00,12:51:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,RUA SENADOR HELIO COUTINHO,,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,,SUBURBIO,COLISAO SEM VITIMAS,,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
2217,2020-03-11T00:00:00,15:44:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA IMPERIAL,,,LADO OPOSTO AO POSTE B 001429,SÃO JOSÉ,COLISÃO TRASEIRA,2,,,,,,,,,0,,,CIDADE,COLISÃO SEM VÍTIMA,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Outras,,Dupla,Faixa contínua,Faixa seccionada,
2218,2020-03-11T00:00:00,15:57:00,SEM VÍTIMA,FINALIZADA,DERBY,RUA BENFICA,,,CRUZAMENTO COM A RUA ARLINDO GOUVEIA,DERBY,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,629,SUBURBIO,COLISAO SEM VITIMAS GM RAFAEL CABRAL NO QTH,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,40 km/h,Única,Faixa seccionada,,
2219,2020-03-11T00:00:00,16:05:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,RUA NICOLAU PEREIRA,,,RUA NICOLAU PEREIRA SOB SEMÁFORO Nº 073,AFOGADOS,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,73,SUBURBIO,COLISAO ENTRE DOIS AUTOS S/V,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa contínua,,
2220,2020-03-11T00:00:00,17:39:00,SEM VÍTIMA,CANCELADA,TEJIPIÓ,AV DR JOSE RUFINO,299,,E/F AO CARTORIO DE TEJIPIO PROX AO SEMAFORO 411,TEJIPIÓ,COLISÃO,1,,1,,,,,,,0,,,,COLISAO ENTRE AUTO E MOTO S/V,,,,,,,,,,,,,
2221,2020-03-11T00:00:00,17:50:00,SEM VÍTIMA,FINALIZADA,CIDADE UNIVERSITÁRIA,AV VISCONDE DE SAO LEOPOLDO,447,,PROXIMO A POSTO DE SAUDE DE ENGENHO DO MEIO,CIDADE UNIVERSITÁRIA,COLISÃO,2,,,,,,,,,0,,,,COLISÃO SEM VÍTIMA,,,,,,,,,,,,,
2222,2020-03-11T00:00:00,18:53:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE AO BANCO ITAU,IMBIRIBEIRA,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,225,SUBURBIO,DOIS AUTOS X  OBS: BATEDORES DA CCTU 28X03 ESTA NO LOCAL,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Dupla,Canteiro central,,
2223,2020-03-11T00:00:00,20:50:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,,SOB O SEMÁFORO 241,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,1,,,,,1,,,,0,,241,CIDADE,ÕNIBUS X AUTO PASSEIO. S/V,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Molhada,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
2224,2020-03-11T00:00:00,22:28:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV ENGENHEIRO ABDIAS DE CARVALHO,,,LADO OPOSTO DO ESPETINHO LEGAL PRIME - SNT CID / SEMÁFORO 422,CORDEIRO,COLISÃO COM CICLISTA,,,1,1,,,,,,1,,422,CIDADE,ENTRE MOTO DO BPTRAN E CICLISTA. C/V],Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa seccionada,,
2225,2020-03-11T00:00:00,23:38:00,COM VÍTIMA,FINALIZADA,JOANA BEZERRA,RUA IMPERIAL,,RUA LOURENCO DA SILVA,APÓS O HOTEL CRISTAL,JOANA BEZERRA,ABALROAMENTO TRANSVERSAL,,,1,,,1,,,,1,,,SUBURBIO,ENTRE ÔNIBUS E MOTO. C/V,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
2226,2020-03-12T00:00:00,01:01:00,SEM VÍTIMA,FINALIZADA,CAXANGÁ,AV JOAQUIM RIBEIRO,,RUA GASTAO VIDIGAL,,CAXANGÁ,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,281,SUBURBIO,COLISÃO ENTRE DOIS AUTOS S/V,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Canteiro central,,
2227,2020-03-12T00:00:00,06:24:00,SEM VÍTIMA,FINALIZADA,ROSARINHO,AV PROFESSOR JOSE DOS ANJOS,,,LADO OPOSTO À VIASUL FIAT - ARRUDA,ROSARINHO,COLISÃO TRASEIRA,2,,,,,,,,,0,,,CIDADE,COLISÃO S/VITIMAS ENTRE DOIS AUTOS,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canal,,
2228,2020-03-12T00:00:00,07:14:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA CONS PORTELA,,,CRUZAMENTO ENTRE A RUA CONSELHEIRO PORTELA E A RUA QUARENTA E OITO,ESPINHEIRO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,11,CIDADE,COLISÃO S/VITIMAS ENTRE DOIS AUTOS (GM ARNOSO NO QTH),Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,40 km/h,Única,Não existe,,
2229,2020-03-12T00:00:00,07:24:00,SEM VÍTIMA,CANCELADA,TEJIPIÓ,AV DR JOSE RUFINO,3905 A,,EM FRENTE A ESTACAO TEJIPIÓ,TEJIPIÓ,COLISÃO,1,,,,,,1,,,0,,,,CAMINHAO E AUTO PASSEIO,,,,,,,,,,,,,
2230,2020-03-12T00:00:00,07:30:00,COM VÍTIMA,CANCELADA,CASA AMARELA,EST DO ARRAIAL,,,EM FRENTE AO SITIO DA TRINDADE,CASA AMARELA,COLISÃO,1,,1,,,,,,,1,,,,MOTO E AUTO,,,,,,,,,,,,,
2231,2020-03-12T00:00:00,08:47:00,SEM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV JOAO DE BARROS,1912,,EM FRENTE AOS CORREIOS,ENCRUZILHADA,ABALROAMENTO LONGITUDINAL,1,,,,,,1,,,0,,,CIDADE,SEM VITIMAS// GM RIBEIRO E CARLOS NO QTH,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
2232,2020-03-12T00:00:00,08:56:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,AV GOVERNADOR AGAMENON MAGALHAES,,RUA SAO SALVADOR,,ESPINHEIRO,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,,,ONIBUS E AUTO,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,Faixa contínua,Faixa seccionada,
2233,2020-03-12T00:00:00,09:01:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,,SEMÁFORO 523,SANTO AMARO,COLISÃO TRASEIRA,1,,1,,,,,,,0,,523,CIDADE,COLISÃO SEM VÍTIMAS ENTRE AUTO E MOTO.,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,,,Dupla,Faixa contínua,,
2234,2020-03-12T00:00:00,09:39:00,SEM VÍTIMA,FINALIZADA,BARRO,RUA PADRE DIOGO RODRIGUES,870,,CEMITÉRIO DO BARRO,BARRO,ABALROAMENTO LONGITUDINAL,1,,,,,,1,,,0,,,SUBURBIO,COLISÃO S/VITIMAS ENTRE UM AUTO E CAMINHÃO,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Não existe,,
2235,2020-03-12T00:00:00,10:13:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA DO ESPINHEIRO,395,,,ESPINHEIRO,ABALROAMENTO TRANSVERSAL,1,,,,,1,,,,0,,,SUBURBIO,COLISÃO S/VITIMAS ENTRE UM AUTO E UM ONIBUS (V.T 08 NO QTH),Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,R-6a,,Única,Faixa contínua,Faixa seccionada,
2236,2020-03-12T00:00:00,11:01:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA BARAO DE ITAMARACA,142,,PRÓXIMO A CLÍNICA HAPVIDA,ESPINHEIRO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,SUBURBIO,DOIS AUTOS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Outras,,Única,,,
2237,2020-03-12T00:00:00,11:41:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BALTAZAR PASSOS,,RUA JOSE HIPOLITO CARDOSO,EM FRENTE A SAO BRAS,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,CIDADE,MOTO E AUTO,Cruzamento,Chuvoso,Não existe,Perfeito estado,Molhada,Perfeito estado,Não existe,Placas Pare,30 km/h,Dupla,Não existe,,
2238,2020-03-12T00:00:00,12:07:00,SEM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,,,LADO OPOSTO AO Nº 2447,IPSEP,COLISÃO TRASEIRA,2,,,,,,,,,0,,55,,COLISAO S/V,Longo da via,Chuvoso,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Faixa seccionada,Canteiro central,
2239,2020-03-12T00:00:00,12:45:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA COSME VIANA,550,,E/F A CEMAUTO SERVIÇOS AUTOMOTIVOS PROX AO EROS HOTEL,AFOGADOS,ATROPELAMENTO,,,,,1,1,,,,1,,,SUBURBIO,ONIBUS ATROPELOU UM PEDESTRE,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Outras,,Única,,,
2240,2020-03-12T00:00:00,13:12:00,SEM VÍTIMA,CANCELADA,BRASÍLIA TEIMOSA,RUA COMENDADOR MORAES,445,,COMPESA,BRASÍLIA TEIMOSA,COLISÃO,2,,,,,,,,,0,,,,COLISAO ENTRE DOIS VEICULOS,,,,,,,,,,,,,
2241,2020-03-12T00:00:00,13:13:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA COSMORAMA,,RUA JOAO CARDOSO AIRES,AO LADO DO COLÉGIO MADRE DE DEUS,BOA VIAGEM,COLISÃO TRASEIRA,1,,1,,,,,,1,0,,478,SUBURBIO,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,40 km/h,Única,Faixa seccionada,,
2242,2020-03-12T00:00:00,14:01:00,SEM VÍTIMA,CANCELADA,ESPINHEIRO,RUA CONS PORTELA,665,,GALERIA CONSELHEIRO PORTELA,ESPINHEIRO,COLISÃO,1,,,,,,,,1,0,,,,COLISAO S/ VITIMA ENTRE DOIS VEICULOS,,,,,,,,,,,,,
2243,2020-03-12T00:00:00,14:31:00,SEM VÍTIMA,FINALIZADA,GRAÇAS,AV RUI BARBOSA,1541,,EM FRENTE AO Nº 1541,GRAÇAS,ABALROAMENTO LONGITUDINAL,1,,1,,,,,,,0,,,CIDADE,COLISAO ENTRE AUTOS E MOTO S/V,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa seccionada,,
2244,2020-03-12T00:00:00,14:35:00,SEM VÍTIMA,FINALIZADA,DERBY,RUA MANOEL CAETANO,,RUA JENER DE SOUZA,POSTE DE Nº B 009473,DERBY,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,CIDADE,COLISAO SEM VITIMAS,,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa contínua,,
2245,2020-03-12T00:00:00,14:47:00,SEM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,AV MARTINS DE BARROS,,,LADO OPOSTO A PRAÇA DEZESSETE,SANTO ANTÔNIO,COLISÃO FRONTAL,2,,,,,1,,,,0,,,CIDADE,COLISAO S/ VITIMA ENTRE DOIS VEICULOS E UM ONIBUS BRT. GCM: CAIO CESAR E ELSIANE NO LOCAL,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
2246,2020-03-12T00:00:00,14:57:00,SEM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA QUARENTA E OITO,525,RUA CONS PORTELA,EM FRENTE AO Nº 525,ESPINHEIRO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,11,,COLISAO SEM VITIMAS,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Placas Pare,60 km/h,Única,Faixa seccionada,,
2247,2020-03-12T00:00:00,15:50:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PADRE CARAPUCEIRO,468,RUA FRANCISCO DA CUNHA,,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,1,,,,,1,,,,0,,,SUBURBIO,COLISAO S/ VITIMAS,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-4a,,Única,Faixa seccionada,,
2248,2020-03-12T00:00:00,15:52:00,SEM VÍTIMA,FINALIZADA,IBURA,AV DOIS RIOS,,,PRÓXIMO A POLICLÍNICA PROFº ARNALDO MARQUES,IBURA,ABALROAMENTO LONGITUDINAL,1,,,,,,,,1,0,,,CIDADE,COLISAO ENTRE CORRAÇA E VEICULO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Faixa contínua,,
2249,2020-03-12T00:00:00,16:03:00,SEM VÍTIMA,FINALIZADA,IPUTINGA,EST DO BARBALHO,111,,,IPUTINGA,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,,COLISAO S/ VITIMA ENTRE DOIS VEICULOS. VT: 20,Longo da via,Bom,Não existe,,Seca,,Não existe,R-6a,,Única,Não existe,,
2250,2020-03-12T00:00:00,16:27:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA CARLOS PEREIRA FALCAO,77,RUA DOS NAVEGANTES,GALERIA SAN RAPHAEL,BOA VIAGEM,COLISÃO FRONTAL,2,,,,,,,,,0,,,,COLISAO S/ VITIMA ENTRE DOIS VEICULOS,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,,Dupla,Faixa seccionada,,
2251,2020-03-12T00:00:00,17:22:00,COM VÍTIMA,FINALIZADA,CASA FORTE,AV DEZESSETE DE AGOSTO,2184,,LADO OPOSTO A FUNDAÇÃO JOAQUIM NABUCO,CASA FORTE,CHOQUE VEÍCULO PARADO,,,1,,,,,,,1,,,SUBURBIO,UM DOS VEÍCULOS SE EVADIU DO LOCAL,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa seccionada,,
2252,2020-03-12T00:00:00,17:25:00,COM VÍTIMA,FINALIZADA,JAQUEIRA,RUA RICARDO HARDMAN,68,,PROX AO PONTO DO AÇAI,JAQUEIRA,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,SUBURBIO,COLISAO COM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,30 km/h,Dupla,Faixa seccionada,,
2253,2020-03-12T00:00:00,17:35:00,SEM VÍTIMA,FINALIZADA,CASA AMARELA,RUA ALEXANDRINO,83,,EM FRENTE AO Nº 101,CASA AMARELA,CHOQUE VEÍCULO PARADO,1,,,,,1,,,,0,,,,COLISAO S/ VITIMA ENTRE ONIBUS E CARRO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,Dupla,Faixa seccionada,,
2254,2020-03-12T00:00:00,19:44:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE,,PRC DO TRABALHO,ENF. A UPINHA,CASA AMARELA,ABALROAMENTO TRANSVERSAL,,,2,,,,,,,2,,,CIDADE,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60 km/h,Dupla,Canteiro central,,
2255,2020-03-12T00:00:00,21:01:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA FRANCISCO CORREIA DE MORAES,,,APÓS O POSTE B 017169,IMBIRIBEIRA,COLISÃO TRASEIRA,2,,,,,,,,,0,,,SUBURBIO,ENTRE 2 AUTOS. S/V,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,,,
2256,2020-03-12T00:00:00,21:39:00,SEM VÍTIMA,CANCELADA,BOA VIAGEM,AV MARECHAL JUAREZ TAVORA,S/N,,ANTES DO HOTEL ENSEADA // BEIRA CANAL // SENTIDO PIEDADE,BOA VIAGEM,COLISÃO,2,,,,,,,,,0,,,,FIESTA X NISSAN LIVINA,,,,,,,,,,,,,
2257,2020-03-12T00:00:00,21:59:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA FRANCISCO DA CUNHA,881,RUA TENENTE JOAO CICERO,AO LADO DO RESTAURANTE MANHATTAN CAFÉ TEATRO,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,,SUBURBIO,ENTRE 2 AUTOS. C/V UM DOS VEÍCULOS CAPOTOU NO LOCAL,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,Faixa de retenção,Placas Pare,,Única,Não existe,,
2258,2020-03-12T00:00:00,22:32:00,SEM VÍTIMA,FINALIZADA,CORDEIRO,AV MARIO ALVARES PEREIRA DE LYRA,,RUA AMBROSIO MACHADO,,CORDEIRO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,134,SUBURBIO,ENTRE 2 AUTOS. S/V,Cruzamento,Bom,Sem defeito,Incompleta,Seca,Mal iluminada,Não existe,Não há placas,,Dupla,Canal,,
2259,2020-03-12T00:00:00,22:45:00,SEM VÍTIMA,CANCELADA,MADALENA,AV ENGENHEIRO ABDIAS DE CARVALHO,,,E/F A LOJA DO SPORT E MCDONALDS,MADALENA,COLISÃO,1,,,,,1,,,,0,,,,ÕNIBUS ESCOLAR X AUTO. S/V,,,,,,,,,,,,,
